"date";"stockPrice";"stockVolume"
"2020-02-21";380,070007;3930100
"2020-02-24";368,700012;6936400
"2020-02-25";360,089996;6481200
"2020-02-26";379,23999;8934100
"2020-02-27";371,709991;10967700
"2020-02-28";369,029999;11178600
"2020-03-02";381,049988;6997900
"2020-03-03";368,769989;8364600
"2020-03-04";383,790009;5487300
"2020-03-05";372,779999;8747000
"2020-03-06";368,970001;8147200
"2020-03-09";346,48999;7405500
"2020-03-10";364,130005;7604400
"2020-03-11";349,920013;6036000
"2020-03-12";315,25;12071600
"2020-03-13";336,299988;9458200
"2020-03-16";298,839996;10559900
"2020-03-17";319,75;10013900
"2020-03-18";315,470001;12593600
"2020-03-19";332,029999;10616000
"2020-03-20";332,829987;10853800
"2020-03-23";360,269989;13449400
"2020-03-24";357,320007;11638700
"2020-03-25";342,390015;8767200
"2020-03-26";362,98999;7229600
"2020-03-27";357,119995;7948800
"2020-03-30";370,959991;8622000
"2020-03-31";375,5;9366500
"2020-04-01";364,079987;6672500
"2020-04-02";370,079987;4592500
"2020-04-03";361,76001;4860800
"2020-04-06";379,959991;8183900
"2020-04-07";372,279999;7046400
"2020-04-08";371,119995;6908900
"2020-04-09";370,720001;7711300
"2020-04-13";396,720001;11692900
"2020-04-14";413,549988;11581000
"2020-04-15";426,75;13561200
"2020-04-16";439,170013;16128700
"2020-04-17";422,959991;12616300
"2020-04-20";437,48999;12655800
"2020-04-21";433,829987;23177600
"2020-04-22";421,420013;21123800
"2020-04-23";426,700012;13952300
"2020-04-24";424,98999;8670400
"2020-04-27";421,380005;6277500
"2020-04-28";403,829987;10101200
"2020-04-29";411,890015;9693100
"2020-04-30";419,850006;7954000
"2020-05-01";415,269989;8299900
"2020-05-04";428,149994;7799100
"2020-05-05";424,679993;6286300
"2020-05-06";434,26001;6660700
"2020-05-07";436,529999;5641900
"2020-05-08";435,549988;5054300
"2020-05-11";440,519989;5486000
"2020-05-12";431,820007;4598200
"2020-05-13";438,269989;7014600
"2020-05-14";441,950012;9007500
"2020-05-15";454,190002;7244000
"2020-05-18";452,579987;7780300
"2020-05-19";451,040009;4810500
"2020-05-20";447,670013;5607300
"2020-05-21";436,25;9117300
"2020-05-22";429,320007;5422300
"2020-05-26";414,769989;7881100
"2020-05-27";419,890015;10446300
"2020-05-28";413,440002;5655100
"2020-05-29";419,730011;5270500
"2020-06-01";425,920013;3743700
"2020-06-02";427,309998;3494800
"2020-06-03";421,970001;4316000
"2020-06-04";414,329987;5410500
"2020-06-05";419,600006;5099600
"2020-06-08";419,48999;5851500
"2020-06-09";434,049988;6797000
"2020-06-10";434,480011;4896900
"2020-06-11";425,559998;7462900
"2020-06-12";418,070007;6461100
"2020-06-15";425,5;4467900
"2020-06-16";436,130005;5507900
"2020-06-17";447,769989;6529600
"2020-06-18";449,869995;4277600
"2020-06-19";453,720001;5934500
"2020-06-22";468,040009;6272100
"2020-06-23";466,26001;5948400
"2020-06-24";457,850006;4826200
"2020-06-25";465,910004;4134500
"2020-06-26";443,399994;6804700
"2020-06-29";447,23999;4844000
"2020-06-30";455,040009;4198500
"2020-07-01";485,640015;9705900
"2020-07-02";476,890015;6351500
"2020-07-06";493,809998;7839000
"2020-07-07";493,160004;5669900
"2020-07-08";502,779999;5691700
"2020-07-09";507,76001;5840500
"2020-07-10";548,72998;21605600
"2020-07-13";525,5;18399000
"2020-07-14";524,880005;15083300
"2020-07-15";523,26001;10066700
"2020-07-16";527,390015;24499000
"2020-07-17";492,98999;24991400
"2020-07-20";502,410004;11940300
"2020-07-21";490,100006;9127200
"2020-07-22";489,820007;6954100
"2020-07-23";477,579987;7722000
"2020-07-24";480,450012;7746200
"2020-07-27";495,649994;7863100
"2020-07-28";488,51001;5986700
"2020-07-29";484,480011;6611800
"2020-07-30";485,799988;6608600
"2020-07-31";488,880005;5924300
"2020-08-03";498,619995;5873100
"2020-08-04";509,640015;5608000
"2020-08-05";502,109985;4313500
"2020-08-06";509,079987;3725900
"2020-08-07";494,730011;5910300
"2020-08-10";483,380005;4691200
"2020-08-11";466,929993;7329200
"2020-08-12";475,470001;5441200
"2020-08-13";481,329987;3008900
"2020-08-14";482,679993;2943500
"2020-08-17";482,350006;2423500
"2020-08-18";491,869995;3505500
"2020-08-19";484,529999;3156200
"2020-08-20";497,899994;5132500
"2020-08-21";492,309998;3921300
"2020-08-24";488,809998;4762200
"2020-08-25";490,579987;5727700
"2020-08-26";547,530029;20373700
"2020-08-27";526,27002;9062900
"2020-08-28";523,890015;4417500
"2020-08-31";529,559998;4941400
"2020-09-01";556,549988;9581900
"2020-09-02";552,840027;5886900
"2020-09-03";525,75;9071100
"2020-09-04";516,049988;8270100
"2020-09-08";507,019989;5572700
"2020-09-09";500,190002;6848100
"2020-09-10";480,670013;6240200
"2020-09-11";482,029999;5035200
"2020-09-14";476,26001;7359100
"2020-09-15";495,98999;5337000
"2020-09-16";483,859985;4394900
"2020-09-17";470,200012;5379300
"2020-09-18";469,959991;6717700
"2020-09-21";487,350006;5457500
"2020-09-22";491,170013;3482300
"2020-09-23";470,609985;3726400
"2020-09-24";473,079987;3727200
"2020-09-25";482,880005;3769400
"2020-09-28";490,649994;4773500
"2020-09-29";493,480011;3541500
"2020-09-30";500,029999;4634100
"2020-10-01";527,51001;8153700
"2020-10-02";503,059998;6071200
"2020-10-05";520,650024;4088100
"2020-10-06";505,869995;4199000
"2020-10-07";534,659973;7988700
"2020-10-08";531,789978;5386500
"2020-10-09";539,440002;4781300
"2020-10-12";539,809998;5391100
"2020-10-13";554,090027;5602500
"2020-10-14";541,450012;9510100
"2020-10-15";541,940002;5113100
"2020-10-16";530,789978;6347400
"2020-10-19";530,719971;7567500
"2020-10-20";525,419983;10047200
"2020-10-21";489,049988;17405700
"2020-10-22";485,230011;6997900
"2020-10-23";488,279999;4927900
"2020-10-26";488,23999;6186100
"2020-10-27";488,929993;3627200
"2020-10-28";486,23999;5992700
"2020-10-29";504,209991;11120700
"2020-10-30";475,73999;7807900
"2020-11-02";484,119995;4408200
"2020-11-03";487,220001;3690200
"2020-11-04";496,950012;5137300
"2020-11-05";513,76001;5372800
"2020-11-06";514,72998;4236300
"2020-11-09";470,5;10419700
"2020-11-10";480,23999;8306100
"2020-11-11";490,76001;5460500
"2020-11-12";486,769989;5063700
"2020-11-13";482,839996;3002700
"2020-11-16";479,100006;3953600
"2020-11-17";480,630005;3698100
"2020-11-18";481,790009;3629200
"2020-11-19";484,670013;2254700
"2020-11-20";488,23999;4253400
"2020-11-23";476,619995;5416600
"2020-11-24";482,880005;3550500
"2020-11-25";485;3598600
"2020-11-27";491,359985;2805800
"2020-11-30";490,700012;3530900
"2020-12-01";504,579987;5063200
"2020-12-02";503,380005;3028400
"2020-12-03";497,519989;2826100
"2020-12-04";498,309998;3666200
"2020-12-07";515,780029;4289300
"2020-12-08";512,659973;4229000
"2020-12-09";493,600006;4178800
"2020-12-10";501,089996;3018200
"2020-12-11";503,220001;3210900
"2020-12-14";522,419983;5770400
"2020-12-15";519,780029;3398200
"2020-12-16";524,830017;3682400
"2020-12-17";532,900024;3193400
"2020-12-18";534,450012;4502700
"2020-12-21";528,909973;3894000
"2020-12-22";527,330017;1906600
"2020-12-23";514,47998;2393200
"2020-12-24";513,969971;1144000
"2020-12-28";519,119995;2891900
"2020-12-29";530,869995;4022400
"2020-12-30";524,590027;1876300
"2020-12-31";540,72998;5392300
"2021-01-04";522,859985;4444400
"2021-01-05";520,799988;3133900
"2021-01-06";500,48999;5346200
"2021-01-07";508,890015;3686400
"2021-01-08";510,399994;2973900
"2021-01-11";499,100006;3812700
"2021-01-12";494,25;5990400
"2021-01-13";507,790009;5032100
"2021-01-14";500,859985;4177400
"2021-01-15";497,980011;5895800
"2021-01-19";501,769989;12315800
"2021-01-20";586,340027;32637500
"2021-01-21";579,840027;11840600
"2021-01-22";565,169983;7550800
"2021-01-25";556,780029;7207300
"2021-01-26";561,929993;5023800
"2021-01-27";523,280029;8670300
"2021-01-28";538,599976;5969000
"2021-01-29";532,390015;4321500
"2021-02-01";539,039978;3547500
"2021-02-02";548,159973;3767600
"2021-02-03";539,450012;3172300
"2021-02-04";552,159973;5164500
"2021-02-05";550,789978;2374300
"2021-02-08";547,919983;2791700
"2021-02-09";559,070007;3703500
"2021-02-10";563,590027;3991300
"2021-02-11";557,590027;2726700
"2021-02-12";556,52002;2195900
"2021-02-16";557,280029;2624100
"2021-02-17";551,340027;2069600
"2021-02-18";548,219971;2456200
"2021-02-19";540,219971;2841500
"2021-02-22";533,780029;3078600
"2021-02-23";546,150024;4136500
"2021-02-24";553,409973;3245000
"2021-02-25";546,700012;4252900
"2021-02-26";538,849976;3754600
"2021-03-01";550,640015;3041400
"2021-03-02";547,820007;3039100
